data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5119598,384,CDI1845,1845,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (Ivory Coast)","Students (Ivory Coast); Dioula Ethnic Group (Ivory Coast)",5,"Rioters (Ivory Coast)","Students (Ivory Coast); Dida Ethnic Group (Ivory Coast)",5,55,"Western Africa","Ivory Coast",Loh-Djiboua,Lakota,Zikisso,Zikisso,6.064,-5.7025,1,"Koaci News",National,"On April 6, in Zikisso village, Dioula students and Dida students threw stones at each other following a dispute between several Dioula young men with a Dida girl. Police intervened and attempted to disperse the rioters. Several people were injured, among them two policemen. Several shops were also reportedly destroyed and looted. [size=no report]",0,1554749632,CIV
5119601,404,KEN6864,6864,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (Kenya)",,5,"Police Forces of Kenya (2013-)",,1,15,"Eastern Africa",Kenya,Bomet,"Bomet East",Nyangores,Bomet,-0.7833,35.35,1,"Star (Kenya)",National,"06 April: People on their way to a funeral clashed with police officers who stopped them for traffic control. They pelted the officers with stones and damaged vehicles. The police officers fired shots in the air to disperse the crowds. [size=no report]",0,1554749632,KEN
5119602,404,KEN6865,6865,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Police Forces of Kenya (2013-)",,1,15,"Eastern Africa",Kenya,Busia,Butula,"Marachi East",Butula,0.3392,34.3342,1,"Star (Kenya)",National,"06 April: Butula town community burned down Malambisia police camp following the death of a man in the prison cell. [size=no report]",0,1554749632,KEN
5121248,48,BHR1455,1455,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 6/4/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, threw Molotov cocktails at security forces in Akr. [size=no report]",0,1554760628,BHR
5121287,275,PSE5230,5230,"06 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,1,"Palestine News and Information Agency",National,"On April 6 2019, clashes erupted between Israeli forces and Palestinian youths in Muthalath al-Shuhada in the northern West Bank city of Jenin. Palestinians threw stones at Israeli soldiers raiding the village. Soldiers responded by firing rubber bullets and teargas canisters at Palestinians. A 17 year-old Palestinian was critically injured by a rubber bullet in his head, and several others suffered from tear-gas inhalation. [size=no report]",0,1554760628,PSE
5123557,356,IND49221,49221,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","INC: Indian National Congress",5,"Civilians (India)","Journalists (India)",7,57,"Southern Asia",India,"Tamil Nadu",Virudhunagar,Virudhunagar,Virudhunagar,9.585,77.9578,2,"The Hindu",National,"On 6 Apr, in Virudhunagar district (TN), Congress cadres assaulted a photo journalist when the latter was taking pictures of empty chairs during a Congress meeting. Other journalists came to rescue the victim. [size=no report]",0,1554814195,IND
5123558,356,IND49222,49222,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Rioters (India)",,5,55,"Southern Asia",India,"Uttar Pradesh",Muzaffarnagar,Jansath,Tandera,29.3791,77.9484,1,"Asian News International",Regional,"On 6 April, clashes broke out in Tandera village (Muzaffarnagar, Uttar Pradesh) while food was being served at an election meeting. Groups of people slapped and hit each other with sticks, but no injuries were reported. [size=no report]",0,1554814195,IND
5123559,356,IND49223,49223,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","BJD: Biju Janata Dal",5,"Rioters (India)","BJD: Biju Janata Dal",5,55,"Southern Asia",India,Odisha,Jagatsinghapur,Jagatsinghapur,Jagatsinghapur,20.2557,86.1711,1,"Orissa TV",Subnational,"On 6 April, volunteers of Jagatsinghpur BJD leader Amarendra Das scuffled with BJD candidate Prasant Muduli in Jagatsinghpur town (Odisha), while the latter was conducting a roadshow. [size=no report]",0,1554814195,IND
5123563,356,IND49227,49227,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Military Forces of India (2014-)","Police Forces of India (2014-) Central Reserve Police Force; Police Forces of India (2014-) Special Operations Group",1,15,"Southern Asia",India,"Jammu and Kashmir",Kulgam,Kulgam,Paniwah,33.6786,75.0253,1,"Greater Kashmir",Subnational,"On 6 Apr, rioters clashed with state forces as they attempted to arrest a local preacher during a joint army, CRPF and SOG CASO operation at Paniwah (Poniwoha) village (Kulgam, J&K). A soldier and a CRPF trooper were injured in the clash. [size=no report]",0,1554814195,IND
5123718,586,PAK48626,48626,"06 April 2019",2019,1,Riots,"Mob violence","Rioters (Pakistan)","PML-N: Pakistan Muslim League-Nawaz",5,"Police Forces of Pakistan (2018-)",,1,15,"Southern Asia",Pakistan,Punjab,Lahore,Lahore,Lahore-Gulberg,31.5134,74.3467,1,"Dawn (Pakistan)",National,"On April 6, PML-N workers clashed with the police in an attempt to get through the barriers placed by the police blocking all roads leading to PML-N leader Shehbaz Sharif's house in Gulberg town (Lahore, Punjab). [size=dozens]",0,1554814196,PAK
5119508,148,CHA825,825,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (Chad)","Students (Chad)",5,"Rioters (Chad)","Labour Group (Chad)",5,55,"Middle Africa",Chad,N'Djamena,N'Djamena,Ndjamena,NDjamena,12.1085,15.0482,1,Tchadinfos,National,"On April 5, a mechanic threw a stone on a bus, breaking a window and wounding a student, triggering a brawl between a group of students and mechanics in the Chaouga area of Ndjamena.[size=two dozen]",0,1554749632,TCD
5119569,180,DRC14069,14069,"05 April 2019",2019,2,Riots,"Mob violence","Rioters (Democratic Republic of Congo)",,5,"Police Forces of Democratic Republic of Congo (2019-)","Health Workers (Democratic Republic of Congo)",1,15,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,Beni,Bashu,Katiri,-0.0206,29.3744,1,Twitter,Other,"05 April 2019 (on or before). Locals in Katiri attacked health workers, who attempted to bury the body of an Ebola-infected person. Police intervened and killed one woman. [size=no report]",1,1554749632,COD
5120076,716,ZIM6266,6266,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (Zimbabwe)","Street Traders (Zimbabwe)",5,"Police Forces of Zimbabwe (2017-)",,1,15,"Southern Africa",Zimbabwe,Harare,Harare,"Harare City Council",Harare,-17.8333,31.05,1,Bulawayo24,National,"On April 5th, municipal police officers and members of the Zimbabwe Republic Police clashed with vendors and kombi drivers who were resisting vacating Harare's central business district. A tear gas canister was fired near the Copacabana bus terminus. [Size=no report]",0,1554749635,ZWE
5121247,48,BHR1454,1454,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 5/4/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, threw Molotov cocktails at security forces in Abu Saybi. [size=no report]",0,1554760628,BHR
5121284,275,PSE5227,5227,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Middle East",Palestine,"West Bank",Nablus,,Burqah,32.3018,35.1926,2,"Palestine News and Information Agency",National,"On April 5 2019, Israeli Settlers blocked a section of route 60 between Nablus and Jenin and threw rocks at Palestinian vehicles passing by near the village of Burqa. No injuries were reported. [size=no report]",0,1554760628,PSE
5121289,275,PSE5232,5232,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Middle East",Palestine,"West Bank",Tulkarm,,Bazzaryah,32.308,35.1659,1,"Anadolu Agency",Regional,"On April 5 2019, Israeli Settlers threw rocks at Palestinian vehicles passing by near the village of Bizzariyah. No injuries were reported. [size=no report]",0,1554760628,PSE
5121300,275,PSE5243,5243,"05 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Qalqilya,,Azzun,32.175,35.0575,1,Liveuamap,Other,"On April 5 2019, violent clashes broke out between Israeli forces and Palestinians in the town of Azzun east of Qalqiliyah. Palestinians reportedly threw Molotov cocktails at Israeli soldiers. [size=no report]",0,1554760628,PSE
5121301,275,PSE5244,5244,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (Palestine)",,5,"Civilians (Israel)","Settlers (Israel)",7,57,"Middle East",Palestine,"West Bank",Bethlehem,,"Al Khadir",31.6941,35.1669,2,Liveuamap,Other,"On April 5 2019, Palestinians threw stones at Israeli vehicles near Al Khader town south of Bethlehem. No injuries were reported. [size=no report]",0,1554760628,PSE
5121302,275,PSE5245,5245,"05 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Hebron,,"Hebron-Bab az Zawiyah",31.5278,35.1014,1,Liveuamap,Other,"On April 5 2019, clashes broke out between Israeli forces and Palestinian youth in the Bab al-Zawia area in Hebron. [size=no report]",0,1554760628,PSE
5122413,760,SYR58489,58489,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (Syria)","Islamic State (Syria); Prisoners (Syria)",5,"QSD: Syrian Democratic Forces","Global Coalition Against Daesh",2,25,"Middle East",Syria,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,Al-Malikeyyeh,37.1745,42.1403,2,"SOHR; Liveuamap",Other,"On April 05, 2019, IS fighters detained in a QSD prison in Al-Malikeyyeh area in Al-Hasakeh carried out a riot during which prison guards were attacked and prisoners broke through the prison's internal cells walls. Riot ended following the intervention of QSD forces, supported with aerial observation by Coalition Forces. Neither injuries nor fatalities were reported and no detainees escaped. [Size=no report]",0,1554760888,SYR
5123283,356,IND49202,49202,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","BJP: Bharatiya Janata Party",5,"Civilians (India)","INC: Indian National Congress",7,57,"Southern Asia",India,Assam,Dhemaji,Sissiborgaon,"Sila Suti",27.6289,94.785,1,"Sentinel (India); Hindustan Times",Subnational-National,"On April 5, members of the BJP attacked a public meeting of a Congress candidate in Sila Suti village under Silapathar area (Dhemaji, Assam). They also attacked his car as he made his way to the district headquarters. Ten persons were later arrested. [size=10]",0,1554814195,IND
5123294,356,IND49194,49194,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Budgam,Khansahib,Waragam,33.9587,74.5968,1,"State Times (India)",Subnational,"On 5 Apr, rioters clashed with police and briefly held a policeman hostage at Waragam village (Budgam, J&K). Police had arrived in the village to execute an arrest warrant against a local man. [size=no report]",0,1554814195,IND
5123385,356,IND49213,49213,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,"West Bengal",Malda,Malda,Malda,25.0107,88.1409,2,"Telegraph (India)",National,"On April 5, youth was beaten up by residents of Borosako village under Madhupur panchayat area (Malda, West Bengal), on the suspicion of being a child lifter. He was distributing chocolate among children when the residents intercepted him. He was injured and sent to hospital. [size=no report]",0,1554814195,IND
5123397,356,IND49217,49217,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,,,0,50,"Southern Asia",India,"West Bengal",Birbhum,"Bolpur Sriniketan",Bolpur,23.6682,87.683,1,"Telegraph (India)",National,"On April 5, a mob of about 300 local people set a bus on fire in Bolpur city (Birbhum, West Bengal), after a seven-year-old girl was killed when a bus hit the cycle on which her mother was taking her to school. [size=300]",0,1554814195,IND
5123523,356,IND49176,49176,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Hindu Militia (India)",5,"Civilians (India)","Labour Group (India)",7,57,"Southern Asia",India,Haryana,Gurgaon,Gurgaon,Gurgaon,28.4601,77.0263,1,"Chandigarh Tribune",Subnational,"On 5 April, approximately 200 members of different Hindu outfits carrying batons, hockey sticks, swords and iron rods forcibly shut about 180 meat and chicken shops throughout Gurgaon city (Haryana) before the Chaitra Navratri festival. [size=200]",0,1554814195,IND
5123543,356,IND49203,49203,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","BJP: Bharatiya Janata Party",5,"Rioters (India)","INC: Indian National Congress",5,55,"Southern Asia",India,Tripura,Sepahijala,Dhanpur,Dhanpur,23.4275,91.291,1,"Tripura Infoway",Subnational,"On April 5, BJP workers were beaten up by Congress supporters in Dhanpur city (Sepahijala, Tripura), when they attempted to attack a Congress MP candidate, during a party programme for the upcoming elections. At least three BJP workers were injured. [size=no report]",0,1554814195,IND
5123544,356,IND49205,49205,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","BJP: Bharatiya Janata Party",5,"Civilians (India)","CPI(M): Communist Party of India (Marxist)",7,57,"Southern Asia",India,Tripura,Dhalai,Ambassa,Kulai,23.9385,91.8195,1,"Tripura Infoway",Subnational,"On April 5, a senior CPI-M supporter was beaten by suspected BJP workers in Kulai village (Dhalai, Tripura). There had been reports of violent attacks in the state ahead of the Parliamentary elections. [size=no report]",0,1554814195,IND
5123545,356,IND49208,49208,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","CPI(M): Communist Party of India (Marxist)",5,"Civilians (India)","BJP: Bharatiya Janata Party",7,57,"Southern Asia",India,Tripura,"South Tripura",Belonia,Belonia,23.2504,91.4679,2,"Assam Tribune",National,"On April 5, two BJP workers were injured when CPI(M) supporters attacked five ruling party supporters at a place in Manpather area (South Tripura, Tripura), ahead of the Parliamentary elections. [size=no report]",0,1554814195,IND
5123546,356,IND49210,49210,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","IPFT: Indigenous Peoples Front of Tripura",5,"Civilians (India)","CPI(M): Communist Party of India (Marxist); Government of India (2014-)",7,57,"Southern Asia",India,Tripura,Gomati,Ompi,Taidu,23.7279,91.6446,1,"Assam Tribune",National,"On April 5, a sitting MP and CPI-M candidate for East Tripura, togheter with his supporters, was attacked by IPFT workers in Taidu city (Gomati, Tripura), during his election campaign. The attackers tried to hit him with logs. The attack happened ahead of the Parliamentary elections. [size=no report]",0,1554814195,IND
5123547,356,IND49211,49211,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","IPFT: Indigenous Peoples Front of Tripura",5,"Rioters (India)","BJP: Bharatiya Janata Party",5,55,"Southern Asia",India,Tripura,"West Tripura",Agartala,Mandwi,23.8623,91.4802,1,"Assam Tribune",National,"On April 5, two BJP supporters were injured when a clash erupted between BJP and IPFT workers at Mandwai city (West Tripura, Tripura), ahead of the Parliamentary elections. The police rushed to the spot and brought the situation under control. [size=no report]",0,1554814195,IND
5123551,356,IND49215,49215,"05 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","BJP: Bharatiya Janata Party; Government of India (2014-)",7,57,"Southern Asia",India,"Arunachal Pradesh","West Siang",Likabali,Likabali,27.6588,94.6977,1,"Northeast Today",Subnational,"On April 5, unidentified men burnt the CM's pandal (fabricated structure for events) in Likabali city (West Siang, Arunachal Pradesh), where he was meant to carry out a campaign in the name of his party, the BJP, ahead of the Parliamentary elections. [size=no report]",0,1554814195,IND
5120648,300,GRC648,648,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (Greece)","PAME: All-Workers Militant Front",5,"Civilians (Greece)","GSEE: General Confederation of Greek Workers",7,57,Europe,Greece,"South Aegean",Rhodes,Rhodes,Rhodes,36.4356,28.222,1,"To Vima; Ekathimerini",National,"On 4 April, 200 members of PAME smashed doors and windows with ironbars and occupied the hotel where the 37th Conference and elections for the new leadership of GSEE were meant to take place in Rhodes. GSEE leadership claims four participants were hospitalised. PAME claimed this was a disciplined move and the conference participants pretended to be injured. [coded according to the version of GSEE]. [size=200]",0,1554758418,GRC
5119564,180,DRC14064,14064,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (Democratic Republic of Congo)","Vigilante Group (Democratic Republic of Congo)",5,"Civilians (Democratic Republic of Congo)",,7,57,"Middle Africa","Democratic Republic of Congo",Haut-Katanga,Lubumbashi,Lubumbashi,Lubumbashi,-11.6596,27.4741,1,Actualite,National,"04 April 2019. A mob of youth caught and burned to death two suspected robbers in the Bongonga and Taba Congo neighborhoods of Lubumbashi. [size=no report]",2,1554749632,COD
5119862,566,NIG14341,14341,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (Nigeria)","Students (Nigeria)",5,"Rioters (Nigeria)","Students (Nigeria)",5,55,"Western Africa",Nigeria,Oyo,Akinyele,,"Agoro Ibadan",7.6333,4.0333,1,"Vanguard (Nigeria)",National,"04 April. Two rivaling factions of students engaged in a street-fight at Ibadan University. [size=no report]",0,1554749634,NGA
5121274,275,PSE5217,5217,"04 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)","Settlers (Israel)",8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Awarta,32.1611,35.2839,1,"Jordan News Agency",Regional,"On April 4 2019, clashes broke out between Palestinians and Israeli forces in the town of Awarta east of Nablus. Israeli forces stormed the town to protect a group of approximately 400 Israeli Settlers who arrived to perform religious rituals. [size=no report]",0,1554760628,PSE
5121276,275,PSE5219,5219,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (Palestine)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Middle East",Palestine,"West Bank",Ramallah,,Hallamish,32,35.1167,2,MENA,Regional,"On April 4 2019, a group of approximately 15 Israeli Settlers threw rocks at a Palestinian-owned vehicle near the settlement of Halamish northwest of Ramallah. The driver managed to escape and no injuries were reported. A second group of Israeli Settlers threw rocks at Palestinian cars passing by in the same area earlier that day. No injuries were reported. [size=no report]",0,1554760628,PSE
5121292,275,PSE5235,5235,"04 April 2019",2019,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Sabastiyah,32.2756,35.1987,1,"Al Ghad (Jordan)",Regional,"On April 4 2019, clashes broke out between Palestinian youths and Israeli forces in the town Sabastiyah, north of Nablus as Israeli forces stormed the area. Israeli forces used rubber coated bullets, sound and tear gas canisters against Palestinians. Several Palestinians suffered from tear-gas inhalation. Israeli forces reportedly chased the Palestinian youths and physically assaulted them. [size=no report]",0,1554760628,PSE
5123365,356,IND49169,49169,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","INC: Indian National Congress",5,"Civilians (India)","NPP: National People's Party",7,57,"Southern Asia",India,Assam,Nagaon,Samaguri,Gerua,26.4284,92.794,1,"Telegraph (India)",National,"On April 4, the National People's Party (NPP) candidate for Kaliabor was attacked by suspected Congress supporters in Gerua village (Nagaon, Assama), while campaigning for the Parliamentary elections. The attackers were armed with sticks and spades, and also threw stones and bricks. Three of his supporters were injured. [size=no report]",0,1554814195,IND
5123398,356,IND49143,49143,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Police Forces of India (2014-)","Civilians (India)",1,15,"Southern Asia",India,"Tamil Nadu",Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,"The Hindu; Times of India",National,"On 4 Apr, in Coimbatore (Coimbatore, TN), a man accused of murder and rape was beaten by three men when he was brought to the Coimbatore Medical College Hospital (CMCH) for a medical examination. Police struggled to protect the accused. [size=3]",0,1554814195,IND
5123483,356,IND49136,49136,"04 April 2019",2019,2,Riots,"Mob violence","Rioters (India)","BJP: Bharatiya Janata Party",5,"Rioters (India)","CPI(M): Communist Party of India (Marxist)",5,55,"Southern Asia",India,Kerala,Kozhikode,Kozhikode,Thamarassery,11.4139,75.9228,2,"The Hindu",National,"Assumed on 4 Apr, in Thamarassery area (Kozhikode, Kerala), a clash occurred between the CPI-M and BJP workers at Karady over an argument about the election campaign for the upcoming general elections. One BJP worker and five CPI-M workers were injured. [size=6]",0,1554814195,IND
5123486,356,IND49139,49139,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Prisoners (India)",5,"Rioters (India)","Prisoners (India)",5,55,"Southern Asia",India,Punjab,Hoshiarpur,Hoshiarpur,Hoshiarpur,31.5317,75.912,1,"Chandigarh Tribune",Subnational,"On 4 April, two groups of inmates at a Juvenile Home in Hoshiarpur city (Punjab) clashed with bricks and stones, resulting in injuries to 4 persons. No motive was reported for the clash. [size=no report]",0,1554814195,IND
5123492,356,IND49145,49145,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","AIADMK: All India Anna Dravida Munnetra Kazhagam",5,"Civilians (India)","Journalists (India)",7,57,"Southern Asia",India,"Tamil Nadu",Vellore,Tirupattur,Tirupattur,12.4923,78.568,2,"Times of India",National,"On 4 Apr, near Tirupattur (Vellore, TN), a TV journalist was attacked by AIADMK workers after the former was seen filming a cash and biryani distribution to voters for the upcoming general elections by party workers in Pallapalli. The party workers also damaged the camera and celphone of the journalist. [size=no report]",0,1554814195,IND
5123498,356,IND49151,49151,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Labour Group (India)",5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Maharashtra,"Mumbai City","Mumbai City",Mumbai,19.0728,72.8826,1,"Mumbai Mirror",Subnational,"On 4 April, policemen were attacked by hawkers during an anti-encroachment drive in Mumbai city (Maharashtra). [size=no report]",0,1554814195,IND
5123504,356,IND49157,49157,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Military Forces of India (2014-)","Police Forces of India (2014-)",1,15,"Southern Asia",India,"Jammu and Kashmir",Kulgam,"Damhal Hanji Pora","Khur Batapur",33.6079,74.8911,2,"Daily Excelsior",Subnational,"On 4 Apr, state forces (assumed police and military) clashed with rioters during a CASO in the Khur Batapur village area (Kulgam, J&K). [size=no report]",0,1554814195,IND
5123514,356,IND49167,49167,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","BJP: Bharatiya Janata Party",5,"Civilians (India)","CPI(M): Communist Party of India (Marxist)",7,57,"Southern Asia",India,Tripura,Gomati,Udaipur,Udaipur,23.5333,91.4833,1,"Tripura Infoway",Subnational,"On April 4, BJP workers attacked CPI-M leaders and supporters in Udaipur city (Gomati, Tripura), after a CPI-M campaigning rally, conducted ahead of the Parliamentary elections. [size=massive]",0,1554814195,IND
5123600,524,NEP5056,5056,"04 April 2019",2019,1,Riots,"Mob violence","Rioters (Nepal)","Students (Nepal)",5,"Civilians (Nepal)",,7,57,"Southern Asia",Nepal,Central,Narayani,Chitwan,Bharatpur,27.6768,84.4359,1,"Nepal Monitor",National,"On April 04, students of Rampur Agriculture and Forestry University maltreated and placed shoes garland around the neck of Deputy Dean of Agriculture Department in Bharatpur city (Chitawan district, Narayani).",0,1554814195,NPL
5119852,566,NIG14331,14331,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Benue,Ushongo,,Lessel,7.1273,9.0198,2,"New Telegraph",National,"03 April. A group of youth caught two suspected robbers in Akerior, Ushongo LGA, and burnt them to death. [size=no report]",2,1554749634,NGA
5120070,800,UGA5420,5420,"03 April 2019",2019,2,Riots,"Mob violence","Rioters (Uganda)","Vigilante Group (Uganda)",5,"Civilians (Uganda)",,7,57,"Eastern Africa",Uganda,Abim,Labwor,Abim,Abim,2.7333,33.6667,1,"URN (Uganda)",National,"Around April 3rd, a mob attempted to lynch five people in Abim (Abim district), reportedly in relation to a cattle raid. The victims are recovering in hospital, although there is no further information about the specific groups involved. [size=no report]",0,1554749635,UGA
5120071,800,UGA5421,5421,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (Uganda)","Vigilante Group (Uganda)",5,"Civilians (Uganda)",,7,57,"Eastern Africa",Uganda,Kitgum,Chua,"Labongo Amida","Oryang A Parish",3.2798,32.9204,2,"URN (Uganda)",National,"On April 3rd, a mob attacked an 18 year-old student, who was accused of stealing a bed sheet from a house in Oryang Ojuma Cell (coordinates for Oryang A Parish, Kitgum district, used at prec 2). Two people were arrested, although the source suggests that several others were involved in the attack. [size=small]",1,1554749635,UGA
5123361,356,IND49127,49127,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)","Labour Group (India)",7,57,"Southern Asia",India,"West Bengal","North 24 Parganas",Barrackpore,Kamarhati,22.6711,88.3747,1,"Telegraph (India)",National,"On April 3, locals smashed the windscreen of a lorry and blocked the Feeder Road in Belgharia locality of Kamarhati city (North 24 Parganas, West Bengal), after an eight-year-old boy died after being crushed by the vehicle. Rapid Action Force personnel were deployed to the area. The driver fled. [size=no report]",0,1554814195,IND
5123363,356,IND49128,49128,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,,,0,50,"Southern Asia",India,"West Bengal","South 24 Parganas",Canning,Jibantala,22.4186,88.6634,1,"Telegraph (India)",National,"On April 3, locals set a tractor on fire and blocked a road in Jibantala city (South 24 Parganas, West Bengal), after a four-year-old girl was killed after a tractor hit her. [size=no report]",0,1554814195,IND
5123440,356,IND49093,49093,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Andhra Pradesh",Krishna,Mailavaram,Mailavaram,16.7579,80.6414,2,"Asian News International",National,"On 3 Apr, in Mailavaram tehsil (Krishna, AP), police charged lathis at YRSCP workers who hurled footwear and pelted stones in retaliation after the party workers were stopped by police officers from following the convoy of their party leader. [size=no report]",0,1554814195,IND
5123443,356,IND49096,49096,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","Former Government of India (2014-)",5,"Civilians (India)","Government of India (2014-)",7,57,"Southern Asia",India,Haryana,Karnal,Karnal,Karnal,29.6919,76.9844,1,"Chandigarh Tribune",Subnational,"On 3 April, a municipal councillor and her husband were assaulted by a group of persons including a former councillor in Sector 6 in Karnal city (Haryana) while they were erecting a name board. The husband was injured and taken to hospital. [size=no report]",0,1554814195,IND
5123448,356,IND49101,49101,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Punjab,Amritsar,Amritsar,Amritsar,31.6344,74.8728,1,"Chandigarh Tribune",Subnational,"On 3 April, three youth assaulted a police constable near the Celebration Mall in Amritsar city (Punjab) during a traffic stop. The constable was not injured but his uniform was damaged. [size=3]",0,1554814195,IND
5123466,356,IND49119,49119,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","BJP: Bharatiya Janata Party",5,"Civilians (India)","SUCI(C): Socialist Unity Centre of India (Communist)",7,57,"Southern Asia",India,Tripura,"West Tripura",Dukli,Kanchanmala,23.7493,91.3036,1,"Tripura Infoway",Subnational,"On April 3, BJP workers attacked the SUCI's MP candidate and his supporters at Kanchanmala city (West Tripura, Tripura), during election campaigning. There had been reports of violent attacks in the state ahead of the Parliamentary elections. [size=no report]",0,1554814195,IND
5123482,356,IND49122,49122,"03 April 2019",2019,1,Riots,"Mob violence","Rioters (India)","TMC: Trinamool Congress Party",5,"Civilians (India)","CPI(M): Communist Party of India (Marxist)",7,57,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,"Times of India",National,"On April 3, CPI-M supporters were beaten by TMC locals in Birpara pumping station area in Chitpore in Kolkata city (Kolkata, West Bengal), when they were writing walls for the Parliamentary elections. [size=no report]",0,1554814195,IND
